Environment,Plot,Genotype,Rep,Block,Row,Column,Line.type,DTF,HT,Yield
Env3,296,52,2,2,8,16,Entry,77,133,3831.25
Env3,347,53,2,2,9,14,Entry,77,126,2520.4214
Env3,282,54,2,1,8,2,Entry,76,122,1685.6867
Env3,283,55,2,1,8,3,Entry,75,125,1987.3911
Env3,345,56,2,2,9,16,Entry,79,135,2791.6062
Env3,213,57,2,2,6,13,Entry,88,104,1351.29
Env3,246,58,2,5,7,35,Entry,91,106,1869.2587
Env3,367,59,2,1,10,7,Entry,94,93,NA
Env3,264,60,2,3,7,17,Entry,80,117,3500
Env3,240,61,2,5,6,40,Entry,78,123,2017.1002
Env3,274,62,2,1,7,7,Entry,78,134,2967.1513
Env3,231,63,2,4,6,31,Entry,75,131,1354.2732
Env3,368,64,2,1,10,8,Entry,77,134,1835.1018
Env3,233,65,2,5,6,33,Entry,80,129,2179.7528
Env3,218,66,2,3,6,18,Entry,78,115,2454.128
Env3,225,67,2,4,6,25,Entry,79,128,2526.9185
Env3,237,68,2,5,6,37,Entry,80,126,2499.0699
Env3,400,69,2,5,10,40,Entry,83,124,2406.1046
Env3,280,70,2,1,7,1,Entry,78,121,2354.3604
Env3,391,71,2,4,10,31,Entry,79,131,2030.487
Env3,320,72,2,5,8,40,Entry,71,105,2794.186
Env3,382,73,2,3,10,22,Entry,78,130,2405.4507
Env3,388,74,2,4,10,28,Entry,68,102,2908.4302
Env3,359,75,2,1,9,2,Entry,70,94,3523.8372
Env3,202,76,2,1,6,2,Entry,72,113,1509.3023
Env3,286,77,2,1,8,6,Entry,73,99,2892.4563
Env3,215,78,2,2,6,15,Entry,70,104,1714.0261
Env3,308,79,2,4,8,28,Entry,74,120,2761.8459
Env3,339,80,2,3,9,22,Entry,73,122,3383.1395
Env3,235,81,2,5,6,35,Entry,83,110,2579.6511
Env3,366,82,2,1,10,6,Entry,79,115,1927.0058
Env3,268,83,2,2,7,13,Entry,80,114,2092.9069
Env3,355,84,2,1,9,6,Entry,80,104,3628.561
Env3,297,85,2,3,8,17,Entry,81,107,2140.9157
Env3,275,86,2,1,7,6,Entry,70,113,2414.0735
Env3,230,87,2,4,6,30,Entry,71,111,2935.4651
Env3,330,88,2,4,9,31,Entry,77,114,3229.5565
Env3,375,89,2,2,10,15,Entry,71,112,3056.4098
Env3,270,90,2,2,7,11,Entry,73,114,4013.0813
Env3,299,91,2,3,8,19,Entry,73,111,2807.3291
Env3,232,92,2,4,6,32,Entry,79,109,2766.1702
Env3,379,93,2,3,10,19,Entry,84,109,3255.2325
Env3,350,94,2,2,9,11,Entry,80,109,1424.5421
Env3,303,95,2,3,8,23,Entry,77,113,3053.779
Env3,313,96,2,5,8,33,Entry,78,115,2813.8955
Env3,369,97,2,2,10,9,Entry,82,101,2086.221
Env3,356,98,2,1,9,5,Entry,80,115,2537.6454
Env3,371,99,2,2,10,11,Entry,79,107,1726.9622
Env3,290,100,2,2,8,10,Entry,78,115,1019.4985
Env3,326,101,2,5,9,35,Entry,78,107,3649.7092
Env3,224,102,2,3,6,24,Entry,78,113,2105.5379
Env3,362,103,2,1,10,2,Entry,81,112,2524.5422
Env3,332,104,2,4,9,29,Entry,80,111,2852.3982
Env3,323,105,2,5,9,38,Entry,79,109,3811.6279
Env3,247,106,2,5,7,34,Entry,82,113,1785.6031
Env3,363,107,2,1,10,3,Entry,80,114,2640.7704
Env3,243,108,2,5,7,38,Entry,77,115,2711.6279
Env3,384,109,2,3,10,24,Entry,80,110,1542.1294
Env3,214,110,2,2,6,14,Entry,79,115,2922.6744
Env3,273,111,2,1,7,8,Entry,80,111,1991.0755
Env3,291,112,2,2,8,11,Entry,79,115,2779.7965
Env3,281,113,2,1,8,1,Entry,80,113,1989.6367
Env3,292,114,2,2,8,12,Entry,77,122,3106.3298
Env3,223,115,2,3,6,23,Entry,78,106,2299.3822
Env3,360,116,2,1,9,1,Entry,81,113,2251.1628
Env3,374,117,2,2,10,14,Entry,78,110,3210.4651
Env3,307,118,2,4,8,27,Entry,80,115,3521.8386
Env3,309,119,2,4,8,29,Entry,79,112,3575
Env3,241,120,2,5,7,40,Entry,77,113,1291.9913
Env3,327,121,2,5,9,34,Entry,78,114,2962.8381
Env3,386,122,2,4,10,26,Entry,80,113,1777.907
Env3,376,123,2,2,10,16,Entry,79,116,1835.5813
Env3,266,124,2,2,7,15,Entry,78,111,3581.3953
Env3,316,125,2,5,8,36,Entry,78,115,3255.2325
Env3,298,126,2,3,8,18,Entry,78,112,3620.4068
Env3,267,127,2,2,7,14,Entry,78,114,2987.6745
Env3,380,128,2,3,10,20,Entry,72,110,2730.8139
Env3,301,129,2,3,8,21,Entry,79,112,3114.5348
Env3,260,130,2,3,7,21,Entry,76,120,3787.5
Env3,245,131,2,5,7,36,Entry,81,117,2652.3836
Env3,396,132,2,5,10,36,Entry,80,115,1636.8642
Env3,337,133,2,3,9,24,Entry,75,127,3259.535
Env3,342,134,2,3,9,19,Entry,79,115,2168.6773
Env3,229,135,2,4,6,29,Entry,81,113,2420.814
Env3,302,136,2,3,8,22,Entry,78,117,2608.561
Env3,334,137,2,4,9,27,Entry,81,110,2762.7907
Env3,383,138,2,3,10,23,Entry,80,114,1901.628
Env3,236,139,2,5,6,36,Entry,78,113,2038.3321
Env3,228,140,2,4,6,28,Entry,79,113,3104.6075
Env3,238,141,2,5,6,38,Entry,78,118,2032.7398
Env3,211,142,2,2,6,11,Entry,79,103,2772.5364
Env3,226,143,2,4,6,26,Entry,76,117,3544.4767
Env3,287,144,2,1,8,7,Entry,80,111,3616.5697
Env3,321,145,2,5,9,40,Entry,77,113,3205.625
Env3,381,146,2,3,10,21,Entry,79,114,2244.404
Env3,219,147,2,3,6,19,Entry,77,115,2858.8662
Env3,293,148,2,2,8,13,Entry,79,113,2826.7441
Env3,306,149,2,4,8,26,Entry,79,117,3125.8432
Env3,395,150,2,5,10,35,Entry,79,115,2942.7906
Env3,311,151,2,4,8,31,Entry,73,115,3408.7209
Env3,212,152,2,2,6,12,Entry,77,112,3415.1162
Env3,324,153,2,5,9,37,Entry,74,123,3555.8139
Env3,393,154,2,5,10,33,Entry,75,126,2725.1273
Env3,329,155,2,4,9,32,Entry,77,121,3483.0305
Env3,377,156,2,3,10,17,Entry,82,114,2047.6018
Env3,279,157,2,1,7,2,Entry,78,114,2219.2696
Env3,385,158,2,4,10,25,Entry,80,115,1655.8139
Env3,217,159,2,3,6,17,Entry,77,114,3719.1133
Env3,258,160,2,3,7,23,Entry,71,115,1593.8044
Env3,357,161,2,1,9,4,Entry,79,114,2933.1831
Env3,201,162,2,1,6,1,Entry,73,112,3939.0261
Env3,263,163,2,3,7,18,Entry,76,114,3440.276
Env3,399,164,2,5,10,39,Entry,79,110,1893.0014
Env3,317,165,2,5,8,37,Entry,80,113,3078.4228
Env3,346,166,2,2,9,15,Entry,80,111,2040.1163
Env3,271,167,2,2,7,10,Entry,74,123,1976.1628
Env3,305,168,2,4,8,25,Entry,79,116,2985.3199
Env3,257,169,2,3,7,24,Entry,69,105,2956.25
Env3,203,170,2,1,6,3,Entry,76,113,2291.9695
Env3,269,171,2,2,7,12,Entry,70,98,4027.5436
Env3,276,172,2,1,7,5,Entry,71,114,3466.279
Env3,261,173,2,3,7,20,Entry,73,106,3459.8837
Env3,300,174,2,3,8,20,Entry,72,112,2829.8545
Env3,354,175,2,1,9,7,Entry,71,97,2785.0436
Env3,319,176,2,5,8,39,Entry,76,105,3299.444
Env3,372,177,2,2,10,12,Entry,77,148,1513.5174
Env3,304,178,2,3,8,24,Entry,95,127,NA
Env3,284,179,2,1,8,4,Entry,70,133,2983.4302
Env3,251,180,2,4,7,30,Entry,86,131,1343.0232
Env3,249,181,2,4,7,32,Entry,68,131,2327.9069
Env3,294,182,2,2,8,14,Entry,71,132,1521.8241
Env3,315,183,2,5,8,35,Entry,71,145,1742.3693
Env3,314,184,2,5,8,34,Entry,95,139,NA
Env3,272,185,2,2,7,9,Entry,66,141,2437.5
Env3,278,186,2,1,7,3,Entry,77,146,3950.6467
Env3,397,187,2,5,10,37,Entry,75,112,2261.1359
Env3,338,188,2,3,9,23,Entry,83,114,2027.6162
Env3,277,189,2,1,7,4,Entry,72,116,2692.7034
Env3,398,190,2,5,10,38,Entry,73,115,1571.7296
Env3,259,191,2,3,7,22,Entry,76,105,3279.0697
Env3,352,192,2,2,9,9,Entry,71,111,3270.6976
Env3,254,193,2,4,7,27,Check,71,122,3664.1351
Env3,265,194,2,2,7,16,Check,73,116,3023.7101
Env3,358,195,2,1,9,3,Check,96,126,NA
Env3,387,196,2,4,10,27,Check,74,115,3594.6801
Env3,206,197,2,1,6,6,Check,76,112,3103.6046
Env3,336,198,2,4,9,25,Check,79,119,2454.5786
Env3,252,199,2,4,7,29,Check,77,120,3523.8372
Env3,208,200,2,1,6,8,Check,93,113,NA
Env5,59,1,1,2,2,19,Entry,109,93.8,5662
Env5,19,2,1,1,1,19,Entry,100,107,4637.4
Env5,27,3,1,1,1,27,Entry,97,91.6,3389.8
Env5,127,4,1,4,4,7,Entry,105,79,4622.1
Env5,132,5,1,4,4,12,Entry,102,100.2,4337
Env5,92,6,1,3,3,12,Entry,108,73.2,5763.1
Env5,106,7,1,3,3,26,Entry,105,78,5381.7
Env5,82,8,1,3,3,2,Entry,105,80.4,9394.9
Env5,199,9,1,5,5,39,Entry,98,72.6,4564.8
Env5,57,10,1,2,2,17,Entry,95,71.4,4977
Env5,68,11,1,2,2,28,Entry,109,79.4,4669.2
Env5,44,12,1,2,2,4,Entry,102,83.6,5583.9
Env5,131,13,1,4,4,11,Entry,110,78.8,4501.5
Env5,96,14,1,3,3,16,Entry,115,96,5794.6
Env5,145,15,1,4,4,25,Entry,97,88.4,4104.4
Env5,163,16,1,5,5,3,Entry,115,84.8,4733
Env5,3,17,1,1,1,3,Entry,103,92.2,3871.9
Env5,24,18,1,1,1,24,Entry,115,98.2,8391.7
Env5,38,19,1,1,1,38,Entry,113,75,4062.8
Env5,181,20,1,5,5,21,Entry,105,72.4,4624.4
Env5,75,21,1,2,2,35,Entry,111,97.6,4656.4
Env5,21,22,1,1,1,21,Entry,107,80.2,3808.9
Env5,200,23,1,5,5,40,Entry,109,87.2,5222.5
Env5,190,24,1,5,5,30,Entry,115,75,3545.4
Env5,134,25,1,4,4,14,Entry,115,101.4,6662.5
Env5,60,26,1,2,2,20,Entry,102,66.4,5451.9
Env5,161,27,1,5,5,1,Entry,115,71.6,2610.2
Env5,12,28,1,1,1,12,Entry,108,73.6,4570.4
Env5,49,29,1,2,2,9,Entry,115,90.4,4510.1
Env5,72,30,1,2,2,32,Entry,105,89,8076.3
Env5,193,31,1,5,5,33,Entry,105,77.4,5154.4
Env5,122,32,1,4,4,2,Entry,97,82.2,6085.4
Env5,133,33,1,4,4,13,Entry,110,85,5142.6
Env5,119,34,1,3,3,39,Entry,115,85,8761
Env5,180,35,1,5,5,20,Entry,115,81.6,4883.7
Env5,53,36,1,2,2,13,Entry,115,79.8,5387.6
Env5,164,37,1,5,5,4,Entry,115,91,8987.4
Env5,171,38,1,5,5,11,Entry,112,86.2,4287.2
Env5,35,39,1,1,1,35,Entry,115,84,4881.3
Env5,176,40,1,5,5,16,Entry,115,89.6,6349.4
Env5,198,41,1,5,5,38,Entry,111,94.8,3937.4
Env5,124,42,1,4,4,4,Entry,110,95.4,3023.3
Env5,187,43,1,5,5,27,Entry,109,84.6,6910.5
Env5,1,44,1,1,1,1,Entry,115,85,6610.8
Env5,66,45,1,2,2,26,Entry,115,87,5629.3
Env5,86,46,1,3,3,6,Entry,108,77.2,5127.4
Env5,148,47,1,4,4,28,Entry,115,82,5480.4
Env5,40,48,1,1,1,40,Entry,115,71.8,2800.7
Env5,182,49,1,5,5,22,Entry,115,85.6,3765.6
Env5,16,50,1,1,1,16,Entry,115,72.2,1212.2
Env5,144,51,1,4,4,24,Entry,115,112.6,9094.8
Env5,62,52,1,2,2,22,Entry,105,100.6,5144.6
Env5,88,53,1,3,3,8,Entry,108,104,6155.1
Env5,153,54,1,4,4,33,Entry,105,103.6,5482.9
Env5,150,55,1,4,4,30,Entry,105,100.6,5137.7
Env5,46,56,1,2,2,6,Entry,102,95.2,2031.2
Env5,81,57,1,3,3,1,Entry,94,77,5006.8
Env5,101,58,1,3,3,21,Entry,100,79.2,5550.3
Env5,15,59,1,1,1,15,Entry,115,90.4,6424.2
Env5,32,60,1,1,1,32,Entry,99,83.4,3532.4
Env5,76,61,1,2,2,36,Entry,102,114,6337.9
Env5,168,62,1,5,5,8,Entry,99,115.6,2932.9
Env5,123,63,1,4,4,3,Entry,105,100.6,3307.7
Env5,93,64,1,3,3,13,Entry,105,104.4,5463.6
Env5,195,65,1,5,5,35,Entry,105,100.8,5023.3
Env5,13,66,1,1,1,13,Entry,109,89.4,4520.2
Env5,147,67,1,4,4,27,Entry,108,95.4,5001.1
Env5,146,68,1,4,4,26,Entry,109,97.8,3465.3
Env5,121,69,1,4,4,1,Entry,105,105.8,5278.1
Env5,58,70,1,2,2,18,Entry,98,91.2,1390.8
Env5,142,71,1,4,4,22,Entry,93,88.2,2702
Env5,158,72,1,4,4,38,Entry,95,77.8,3381.5
Env5,33,73,1,1,1,33,Entry,110,114.2,8864.5
Env5,29,74,1,1,1,29,Entry,101,77.2,4288.4
Env5,11,75,1,1,1,11,Entry,105,66.4,4567.3
Env5,117,76,1,3,3,37,Entry,105,86,5841.3
Env5,67,77,1,2,2,27,Entry,101,77.2,3605.8
Env5,98,78,1,3,3,18,Entry,96,67.6,3461.5
Env5,125,79,1,4,4,5,Entry,95,88,6916
Env5,138,80,1,4,4,18,Entry,105,89.2,4669.3
Env5,102,81,1,3,3,22,Entry,105,73,4785.3
Env5,113,82,1,3,3,33,Entry,101,101.8,6835.3
Env5,54,83,1,2,2,14,Entry,102,94.6,5900.4
Env5,26,84,1,1,1,26,Entry,113,69,2733.1
Env5,192,85,1,5,5,32,Entry,103,71.6,5921.7
Env5,37,86,1,1,1,37,Entry,95,74.4,4419.6
Env5,157,87,1,4,4,37,Entry,95,84.6,5482.5
Env5,109,88,1,3,3,29,Entry,101,91.2,7954.5
Env5,155,89,1,4,4,35,Entry,103,83.6,5612.9
Env5,85,90,1,3,3,5,Entry,105,80.4,7136.1
Env5,126,91,1,4,4,6,Entry,100,83.4,5519.5
Env5,31,92,1,1,1,31,Entry,100,90.8,6365.5
Env5,84,93,1,3,3,4,Entry,115,86.2,5081.3
Env5,23,94,1,1,1,23,Entry,97,80.2,6333.4
Env5,7,95,1,1,1,7,Entry,105,83.4,4519.4
Env5,154,96,1,4,4,34,Entry,105,83,6229.2
Env5,45,97,1,2,2,5,Entry,111,76.4,5271.3
Env5,78,98,1,2,2,38,Entry,101,80.8,7943.5
Env5,56,99,1,2,2,16,Entry,103,95.8,3475.6
Env5,156,100,1,4,4,36,Entry,100,77.4,5875.2
Env5,61,101,1,2,2,21,Entry,101,76,3990.8
Env5,94,102,1,3,3,14,Entry,95,91.8,8822.9
Env5,135,103,1,4,4,15,Entry,105,75.2,5052.7
Env5,112,104,1,3,3,32,Entry,101,78,5374
Env5,95,105,1,3,3,15,Entry,105,77.8,5172
Env5,80,106,1,2,2,40,Entry,100,93.2,9041.3
Env5,41,107,1,2,2,1,Entry,95,82.2,7408.5
Env5,18,108,1,1,1,18,Entry,105,78.2,5842.3
Env5,83,109,1,3,3,3,Entry,105,95.6,11593.3
Env5,91,110,1,3,3,11,Entry,97,89.2,7077.5
Env5,100,111,1,3,3,20,Entry,110,93.6,6824.4
Env5,177,112,1,5,5,17,Entry,99,88,6383.7
Env5,172,113,1,5,5,12,Entry,105,77,5587.9
Env5,10,114,1,1,1,10,Entry,99,85,3813.5
Env5,64,115,1,2,2,24,Entry,105,79.4,9976.9
Env5,6,116,1,1,1,6,Entry,105,77.8,5431.5
Env5,151,117,1,4,4,31,Entry,99,80.2,6468.7
Env5,167,118,1,5,5,7,Entry,100,90.4,7996.9
Env5,185,119,1,5,5,25,Entry,102,74.8,9378.8
Env5,129,120,1,4,4,9,Entry,101,78.6,4784.6
Env5,52,121,1,2,2,12,Entry,102,78.6,4161.8
Env5,39,122,1,1,1,39,Entry,111,95,9492
Env5,5,123,1,1,1,5,Entry,100,88,8988.6
Env5,137,124,1,4,4,17,Entry,105,75.2,4464.3
Env5,165,125,1,5,5,5,Entry,103,88.4,7493.2
Env5,160,126,1,4,4,40,Entry,100,78.2,6359
Env5,51,127,1,2,2,11,Entry,100,81.6,6660.3
Env5,69,128,1,2,2,29,Entry,101,82.2,4216.4
Env5,34,129,1,1,1,34,Entry,100,76.6,4883.7
Env5,162,130,1,5,5,2,Entry,102,74.2,6251.5
Env5,2,131,1,1,1,2,Entry,101,89.6,8654.8
Env5,136,132,1,4,4,16,Entry,101,90.2,7044
Env5,196,133,1,5,5,36,Entry,101,80,4640.3
Env5,71,134,1,2,2,31,Entry,105,93.6,8409.3
Env5,36,135,1,1,1,36,Entry,105,96.6,9997.9
Env5,103,136,1,3,3,23,Entry,95,93.8,5903.1
Env5,73,137,1,2,2,33,Entry,98,75.4,5045.2
Env5,43,138,1,2,2,3,Entry,101,80,4802.5
Env5,194,139,1,5,5,34,Entry,110,80.4,6486.1
Env5,169,140,1,5,5,9,Entry,95,96.6,6144.1
Env5,20,141,1,1,1,20,Entry,98,95,8359.6
Env5,17,142,1,1,1,17,Entry,111,83.4,8705.5
Env5,79,143,1,2,2,39,Entry,108,80.2,3975.4
Env5,140,144,1,4,4,20,Entry,99,83.4,5941.2
Env5,197,145,1,5,5,37,Entry,105,95.8,9939.5
Env5,4,146,1,1,1,4,Entry,95,93,8504.1
Env5,128,147,1,4,4,8,Entry,105,91.8,9411.6
Env5,47,148,1,2,2,7,Entry,102,90.6,7833.8
Env5,97,149,1,3,3,17,Entry,115,85,4732.6
Env5,14,150,1,1,1,14,Entry,105,79,5124.3
Env5,22,151,1,1,1,22,Entry,105,78.4,5462
Env5,141,152,1,4,4,21,Entry,108,77.8,5725.3
Env5,191,153,1,5,5,31,Entry,95,98.4,7086.8
Env5,189,154,1,5,5,29,Entry,95,78,2891.7
Env5,159,155,1,4,4,39,Entry,105,85.8,5477.2
Env5,118,156,1,3,3,38,Entry,101,88.8,9032
Env5,166,157,1,5,5,6,Entry,112,91.2,8013.8
Env5,114,158,1,3,3,34,Entry,105,93.4,9420.8
Env5,42,159,1,2,2,2,Entry,103,91.2,7399.8
Env5,116,160,1,3,3,36,Entry,95,85.4,9100.4
Env5,28,161,1,1,1,28,Entry,101,92.8,8789
Env5,107,162,1,3,3,27,Entry,105,87.6,6554.6
Env5,115,163,1,3,3,35,Entry,103,97.6,7132.2
Env5,87,164,1,3,3,7,Entry,96,83.4,6763.9
Env5,188,165,1,5,5,28,Entry,104,89.8,10306.2
Env5,183,166,1,5,5,23,Entry,103,89.8,5599.8
Env5,30,167,1,1,1,30,Entry,102,81.4,4601.4
Env5,178,168,1,5,5,18,Entry,108,95,9184
Env5,186,169,1,5,5,26,Entry,102,79.4,5281.5
Env5,130,170,1,4,4,10,Entry,95,82.8,4892
Env5,99,171,1,3,3,19,Entry,115,85.4,6795.7
Env5,104,172,1,3,3,24,Entry,105,67.2,2719.6
Env5,8,173,1,1,1,8,Entry,97,68.6,2877.9
Env5,120,174,1,3,3,40,Entry,102,73.2,3790.2
Env5,50,175,1,2,2,10,Entry,101,86.2,10082.5
Env5,170,176,1,5,5,10,Entry,102,74,5438
Env5,152,177,1,4,4,32,Entry,92,117.4,6417.7
Env5,63,178,1,2,2,23,Entry,115,81,2800.8
Env5,89,179,1,3,3,9,Entry,102,99.4,4152.1
Env5,77,180,1,2,2,37,Entry,115,105,3385.5
Env5,105,181,1,3,3,25,Entry,100,83.2,6952.8
Env5,55,182,1,2,2,15,Entry,115,92,7511.1
Env5,184,183,1,5,5,24,Entry,99,101,5252.3
Env5,70,184,1,2,2,30,Entry,115,123.8,9108.4
Env5,110,185,1,3,3,30,Entry,110,94,4435.5
Env5,174,186,1,5,5,14,Entry,112,102.8,6345.8
Env5,65,187,1,2,2,25,Entry,115,93.4,6862.4
Env5,139,188,1,4,4,19,Entry,105,71,4555.2
Env5,179,189,1,5,5,19,Entry,97,85.8,5632.5
Env5,108,190,1,3,3,28,Entry,102,87,6151.5
Env5,149,191,1,4,4,29,Entry,115,85.4,7625.9
Env5,175,192,1,5,5,15,Entry,102,81.8,5497.4
Env5,173,193,1,5,5,13,Check,103,87.8,7348
Env5,143,194,1,4,4,23,Check,100,74.2,5494.8
Env5,90,195,1,3,3,10,Check,111,98.8,9034.9
Env5,9,196,1,1,1,9,Check,97,82.4,5369.1
Env5,111,197,1,3,3,31,Check,115,100.4,8247.2
Env5,48,198,1,2,2,8,Check,97,81.6,4424.4
Env5,74,199,1,2,2,34,Check,115,98.6,6874.8
Env5,25,200,1,1,1,25,Check,112,96.6,7256
Env5,396,1,2,5,10,36,Entry,111,99.4,4938.1
Env5,237,2,2,1,6,37,Entry,105,86.6,NA
Env5,230,3,2,1,6,30,Entry,100,83.4,3009.4
Env5,241,4,2,2,7,1,Entry,103,95.6,6467.3
Env5,216,5,2,1,6,16,Entry,102,94.4,3570.4
Env5,381,6,2,5,10,21,Entry,108,72.4,4587
Env5,319,7,2,3,8,39,Entry,92,63.4,4442.7
Env5,336,8,2,4,9,16,Entry,105,80,4986.9
Env5,320,9,2,3,8,40,Entry,99,71,4793.7
Env5,256,10,2,2,7,16,Entry,97,72.2,4761.6
Env5,347,11,2,4,9,27,Entry,111,95.6,8651.9
Env5,262,12,2,2,7,22,Entry,103,76.6,3765.9
Env5,374,13,2,5,10,14,Entry,108,76,3396.4
Env5,297,14,2,3,8,17,Entry,115,107.8,7428.4
Env5,364,15,2,5,10,4,Entry,98,87.4,2949.6
Env5,359,16,2,4,9,39,Entry,115,108.6,5172.6
Env5,334,17,2,4,9,14,Entry,108,76.4,5121.4
Env5,370,18,2,5,10,10,Entry,115,98.2,7301.2
Env5,290,19,2,3,8,10,Entry,111,81.2,4922.1
Env5,246,20,2,2,7,6,Entry,103,75.4,4134.7
Env5,354,21,2,4,9,34,Entry,109,94.8,5007.7
Env5,300,22,2,3,8,20,Entry,103,88.2,5494.2
Env5,236,23,2,1,6,36,Entry,103,103.6,6674.4
Env5,243,24,2,2,7,3,Entry,115,78.6,5518.6
Env5,277,25,2,2,7,37,Entry,115,115.8,6590.9
Env5,248,26,2,2,7,8,Entry,103,70,4415
Env5,245,27,2,2,7,5,Entry,115,85,4221.6
Env5,346,28,2,4,9,26,Entry,108,84,5690.3
Env5,202,29,2,1,6,2,Entry,112,81.8,4177
Env5,350,30,2,4,9,30,Entry,107,85,6139.7
Env5,352,31,2,4,9,32,Entry,102,81.8,4381
Env5,274,32,2,2,7,34,Entry,99,81.6,3529.7
Env5,386,33,2,5,10,26,Entry,115,63.2,3770.9
Env5,362,34,2,5,10,2,Entry,115,68,5702.8
Env5,218,35,2,1,6,18,Entry,115,76.2,3647.1
Env5,375,36,2,5,10,15,Entry,115,80.4,4493.2
Env5,317,37,2,3,8,37,Entry,115,87.8,8977
Env5,249,38,2,2,7,9,Entry,115,85.2,3684.5
Env5,398,39,2,5,10,38,Entry,115,89.2,7900.9
Env5,260,40,2,2,7,20,Entry,115,84.2,5745.6
Env5,399,41,2,5,10,39,Entry,110,75,3915
Env5,209,42,2,1,6,9,Entry,111,70.6,2463.1
Env5,308,43,2,3,8,28,Entry,111,86,4815.1
Env5,376,44,2,5,10,16,Entry,115,82,8835
Env5,340,45,2,4,9,20,Entry,115,86.8,4943.1
Env5,329,46,2,4,9,9,Entry,109,83,5960.3
Env5,213,47,2,1,6,13,Entry,115,77,4020.7
Env5,265,48,2,2,7,25,Entry,115,74.4,3153.3
Env5,333,49,2,4,9,13,Entry,115,93.6,4846.1
Env5,215,50,2,1,6,15,Entry,115,82.8,1985
Env5,225,51,2,1,6,25,Entry,115,102.6,7010.1
Env5,233,52,2,1,6,33,Entry,109,94.8,3631.1
Env5,287,53,2,3,8,7,Entry,108,106.2,3813.6
Env5,252,54,2,2,7,12,Entry,103,105.8,3904
Env5,313,55,2,3,8,33,Entry,102,114.4,4940.2
Env5,380,56,2,5,10,20,Entry,99,107,5142.7
Env5,310,57,2,3,8,30,Entry,95,68.8,4134.5
Env5,384,58,2,5,10,24,Entry,97,81.2,5233.5
Env5,296,59,2,3,8,16,Entry,115,79.6,2449.9
Env5,394,60,2,5,10,34,Entry,101,85.2,3058.9
Env5,372,61,2,5,10,12,Entry,105,99,6507.7
Env5,325,62,2,4,9,5,Entry,103,104.6,3832.4
Env5,377,63,2,5,10,17,Entry,102,114.4,6207.3
Env5,254,64,2,2,7,14,Entry,103,104.6,4207.2
Env5,311,65,2,3,8,31,Entry,105,101.2,4987
Env5,332,66,2,4,9,12,Entry,105,97,4918.3
Env5,351,67,2,4,9,31,Entry,107,95.4,3866.3
Env5,229,68,2,1,6,29,Entry,107,94.4,4726.7
Env5,322,69,2,4,9,2,Entry,107,103.6,7441.9
Env5,339,70,2,4,9,19,Entry,98,85.2,3242
Env5,261,71,2,2,7,21,Entry,93,94,2763.7
Env5,258,72,2,2,7,18,Entry,92,77.6,3563.1
Env5,272,73,2,2,7,32,Entry,107,108.4,5994.7
Env5,348,74,2,4,9,28,Entry,108,65.2,3272.1
Env5,227,75,2,1,6,27,Entry,105,69,4129.4
Env5,276,76,2,2,7,36,Entry,102,82.4,6196.1
Env5,305,77,2,3,8,25,Entry,108,68,3259.9
Env5,280,78,2,2,7,40,Entry,102,73.8,5298.1
Env5,335,79,2,4,9,15,Entry,96,88.2,7065.5
Env5,203,80,2,1,6,3,Entry,105,77.4,4191
Env5,314,81,2,3,8,34,Entry,105,73.8,5673.9
Env5,234,82,2,1,6,34,Entry,105,89.4,5718
Env5,298,83,2,3,8,18,Entry,102,97.4,7443.4
Env5,307,84,2,3,8,27,Entry,105,72.6,3478.3
Env5,303,85,2,3,8,23,Entry,108,63.4,5139.8
Env5,239,86,2,1,6,39,Entry,93,84,5241.1
Env5,293,87,2,3,8,13,Entry,101,71.6,3509.7
Env5,378,88,2,5,10,18,Entry,101,87,5833
Env5,316,89,2,3,8,36,Entry,99,76.2,4834.1
Env5,400,90,2,5,10,40,Entry,107,79,5779.3
Env5,222,91,2,1,6,22,Entry,103,73.4,5863.8
Env5,283,92,2,3,8,3,Entry,101,92.4,6275
Env5,267,93,2,2,7,27,Entry,115,77.4,4537.9
Env5,221,94,2,1,6,21,Entry,95,82.4,6082.7
Env5,223,95,2,1,6,23,Entry,105,79.4,5148.2
Env5,304,96,2,3,8,24,Entry,105,90.8,7034.9
Env5,284,97,2,3,8,4,Entry,110,75.6,5302.1
Env5,204,98,2,1,6,4,Entry,100,92.4,8034.7
Env5,242,99,2,2,7,2,Entry,107,78.2,2210.2
Env5,397,100,2,5,10,37,Entry,100,91.6,5749.1
Env5,344,101,2,4,9,24,Entry,101,87.8,8724.3
Env5,345,102,2,4,9,25,Entry,94,82.2,10056.1
Env5,328,103,2,4,9,8,Entry,103,74,3924.9
Env5,271,104,2,2,7,31,Entry,101,77.2,4880.9
Env5,226,105,2,1,6,26,Entry,103,75.6,4332.1
Env5,238,106,2,1,6,38,Entry,101,88.2,6296.8
Env5,232,107,2,1,6,32,Entry,105,90,6251.2
Env5,365,108,2,5,10,5,Entry,105,86,5780.3
Env5,219,109,2,1,6,19,Entry,103,87.6,5690.4
Env5,330,110,2,4,9,10,Entry,98,85.6,7566.5
Env5,302,111,2,3,8,22,Entry,110,97.2,7113
Env5,214,112,2,1,6,14,Entry,99,82.8,6155.5
Env5,331,113,2,4,9,11,Entry,103,82.6,5245.2
Env5,288,114,2,3,8,8,Entry,105,72.8,4853
