BLUEs,Environment,Genotype
1688.793605,ENV3,Genotype_10805
4366.738193,ENV3,Genotype_10811
2162.624795,ENV3,Genotype_10813
2957.935465,ENV3,Genotype_10814
3765.544084,ENV3,Genotype_10815
3694.701454,ENV3,Genotype_10816
2469.738372,ENV3,Genotype_10823
2058.008721,ENV3,Genotype_10825
3661.84593,ENV3,Genotype_10826
3692.115927,ENV3,Genotype_10829
2785.944768,ENV3,Genotype_10835
2294.491279,ENV3,Genotype_10844
3407.376454,ENV3,Genotype_10847
4386.640405,ENV3,Genotype_10849
1937.311047,ENV3,Genotype_10850
2375.543957,ENV3,Genotype_10853
3471.757413,ENV3,Genotype_10854
2149.308258,ENV3,Genotype_10856
3391.58485,ENV3,Genotype_10869
3081.08982,ENV3,Genotype_10870
3009.690407,ENV3,Genotype_10874
1466.778198,ENV3,Genotype_10876
2540.67172,ENV3,Genotype_10881
3275.145349,ENV3,Genotype_10886
2207.796367,ENV3,Genotype_10895
2328.094041,ENV3,Genotype_10899
2293.19564,ENV3,Genotype_10902
3831.031977,ENV3,Genotype_10903
2807.875873,ENV3,Genotype_10904
2130.659796,ENV3,Genotype_10911
3590.08721,ENV3,Genotype_10912
1701.858576,ENV3,Genotype_10919
1898.810029,ENV3,Genotype_10923
2653.081395,ENV3,Genotype_10925
4691.133721,ENV3,Genotype_10928
3366.847675,ENV3,Genotype_10930
3097.024206,ENV3,Genotype_10932
2454.92358,ENV3,Genotype_10934
2756.395349,ENV3,Genotype_10936
2689.505814,ENV3,Genotype_10937
3931.119516,ENV3,Genotype_10941
3680.261922,ENV3,Genotype_10943
2268.1375,ENV3,Genotype_10947
2797.469768,ENV3,Genotype_10949
2866.569768,ENV3,Genotype_10955
3347.468024,ENV3,Genotype_10960
1804.433287,ENV3,Genotype_10961
2642.427326,ENV3,Genotype_10963
2786.282122,ENV3,Genotype_10965
2048.755502,ENV3,Genotype_10966
2801.711774,ENV3,Genotype_10970
3426.96221,ENV3,Genotype_10977
2206.402035,ENV3,Genotype_10980
2078.598111,ENV3,Genotype_10984
2950.071076,ENV3,Genotype_10985
1731.813553,ENV3,Genotype_10994
3581.642442,ENV3,Genotype_10996
2145.022544,ENV3,Genotype_11003
1430.369866,ENV4,Genotype_10162
3764.292635,ENV4,Genotype_10164
3008.902616,ENV4,Genotype_10169
2463.944573,ENV4,Genotype_10173
1881.436788,ENV4,Genotype_10175
1579.098837,ENV4,Genotype_10176
2223.808139,ENV4,Genotype_10178
2054.300343,ENV4,Genotype_10184
2498.327754,ENV4,Genotype_10186
2727.41738,ENV4,Genotype_10187
2080.86346,ENV4,Genotype_10195
2109.946356,ENV4,Genotype_10198
3056.598837,ENV4,Genotype_10200
3903.878144,ENV4,Genotype_10211
3025.193798,ENV4,Genotype_10220
1831.366279,ENV4,Genotype_10222
2290.837528,ENV4,Genotype_10224
4977.419544,ENV4,Genotype_10226
3086.46091,ENV4,Genotype_10228
2286.075908,ENV4,Genotype_10232
3209.360465,ENV4,Genotype_10240
3837.345274,ENV4,Genotype_10248
2684.558227,ENV4,Genotype_10251
3875.213619,ENV4,Genotype_10254
3005.112126,ENV4,Genotype_10262
1737.006113,ENV4,Genotype_10266
4160.673944,ENV4,Genotype_10269
3769.597219,ENV4,Genotype_10270
4003.467608,ENV4,Genotype_10273
2232.122093,ENV4,Genotype_10274
4064.868296,ENV4,Genotype_10277
4283.459302,ENV4,Genotype_10279
1531.843635,ENV4,Genotype_10286
2030.683139,ENV4,Genotype_10288
4030.66033,ENV4,Genotype_10289
1741.391196,ENV4,Genotype_10290
3793.604651,ENV4,Genotype_10292
2216.758721,ENV4,Genotype_10295
3013.882297,ENV4,Genotype_10297
1690.552325,ENV4,Genotype_10298
1636.124031,ENV4,Genotype_10299
1830,ENV4,Genotype_10302
4666.73588,ENV4,Genotype_10303
3952.700552,ENV4,Genotype_10306
3569.54747,ENV4,Genotype_10309
2851.834691,ENV4,Genotype_10311
1935.250918,ENV4,Genotype_10318
2199.506695,ENV4,Genotype_10321
2974.041398,ENV4,Genotype_10327
3612.558139,ENV4,Genotype_10328
3263.197674,ENV4,Genotype_10334
2380.683139,ENV4,Genotype_10337
2324.680232,ENV4,Genotype_10340
4237.100291,ENV4,Genotype_10346
3260.488607,ENV4,Genotype_10347
3624.792254,ENV4,Genotype_10352
3816.508068,ENV4,Genotype_10353
2686.046511,ENV4,Genotype_10354
2128.430232,ENV4,Genotype_10359
3663.09995,ENV4,Genotype_10361
2265.157807,ENV4,Genotype_10362
2468.22698,ENV4,Genotype_10363
2380.523256,ENV4,Genotype_10367
2350.584038,ENV4,Genotype_10370
2777.120894,ENV4,Genotype_10371
3105.135659,ENV4,Genotype_10372
3277.383721,ENV4,Genotype_10374
2280.082114,ENV4,Genotype_10375
2508.72093,ENV4,Genotype_10382
2690.388246,ENV4,Genotype_10386
3373.313953,ENV4,Genotype_10388
3082.742763,ENV4,Genotype_10389
2393.955861,ENV4,Genotype_10390
3837.128553,ENV4,Genotype_10392
2141.773256,ENV4,Genotype_10395
2761.46817,ENV4,Genotype_10400
3259.534883,ENV4,Genotype_10401
2769.752907,ENV4,Genotype_10411
3426.600036,ENV4,Genotype_10413
1371.143806,ENV4,Genotype_10415
2549.480303,ENV4,Genotype_10416
2808.313953,ENV4,Genotype_10417
3397.918135,ENV4,Genotype_10419
2911.128876,ENV4,Genotype_10421
3416.901574,ENV4,Genotype_10424
2558.245518,ENV4,Genotype_10429
2338.410559,ENV4,Genotype_10430
4105.212004,ENV4,Genotype_10431
2116.293604,ENV4,Genotype_10432
2449.704338,ENV4,Genotype_10436
1870.336849,ENV4,Genotype_10439
2323.330691,ENV4,Genotype_10441
3460.560254,ENV4,Genotype_10444
3351.860621,ENV4,Genotype_10445
4584.431656,ENV4,Genotype_10448
2792.906977,ENV4,Genotype_10455
2291.133721,ENV4,Genotype_10456
4436.511628,ENV4,Genotype_10457
2544.931842,ENV4,Genotype_10461
2666.521024,ENV4,Genotype_10462
3192.718023,ENV4,Genotype_10463
3767.267442,ENV4,Genotype_10467
2947.973925,ENV4,Genotype_10471
3600.892507,ENV4,Genotype_10472
3640.017682,ENV4,Genotype_10473
3423.233791,ENV4,Genotype_10475
3745.195182,ENV4,Genotype_10478
2830.246796,ENV4,Genotype_10480
2742.928544,ENV4,Genotype_10483
2624.04485,ENV4,Genotype_10485
1769.555862,ENV4,Genotype_10488
2225.588442,ENV4,Genotype_10489
2642.289244,ENV4,Genotype_10493
3215.707364,ENV4,Genotype_10496
2402.943696,ENV4,Genotype_10499
3594.111077,ENV4,Genotype_10500
2571.031977,ENV4,Genotype_10503
2282.936046,ENV4,Genotype_10508
3609.593023,ENV4,Genotype_10515
4224.418605,ENV4,Genotype_10516
2380.197322,ENV4,Genotype_10530
3147.351091,ENV4,Genotype_10531
3537.296511,ENV4,Genotype_10545
2279.192904,ENV4,Genotype_10555
3025.22463,ENV4,Genotype_10560
1796.206395,ENV4,Genotype_10568
2776.033591,ENV4,Genotype_10578
4035.988372,ENV4,Genotype_10582
3585.697674,ENV4,Genotype_10587
1748.207264,ENV4,Genotype_10588
1758.372093,ENV4,Genotype_10589
2448.922132,ENV4,Genotype_10590
3628.621388,ENV4,Genotype_10592
2780.843023,ENV4,Genotype_10594
3024.127907,ENV4,Genotype_10595
1916.947674,ENV4,Genotype_10596
2142.22354,ENV4,Genotype_10598
3202.545219,ENV4,Genotype_10605
3784.127907,ENV4,Genotype_10610
1915.277044,ENV4,Genotype_10611
2434.188444,ENV4,Genotype_10615
3878.866279,ENV4,Genotype_10626
2243.968023,ENV4,Genotype_10629
3262.94926,ENV4,Genotype_10630
1958.8369,ENV4,Genotype_10633
3295.741279,ENV4,Genotype_10634
3624.208363,ENV4,Genotype_10639
3189.088048,ENV4,Genotype_10647
3535.752877,ENV4,Genotype_10654
3040.261628,ENV4,Genotype_10659
2883.459302,ENV4,Genotype_10667
1797.935753,ENV4,Genotype_10673
2091.58132,ENV4,Genotype_10674
2907.294732,ENV4,Genotype_10683
2575.22102,ENV4,Genotype_10684
2602.630814,ENV4,Genotype_10685
2605.988372,ENV4,Genotype_10690
2618.79421,ENV4,Genotype_10695
4107.47093,ENV4,Genotype_10697
2737.703488,ENV4,Genotype_10701
4098.160126,ENV4,Genotype_10704
2999.967783,ENV4,Genotype_10705
2416.040998,ENV4,Genotype_10706
2101.773256,ENV4,Genotype_10707
2171.028967,ENV4,Genotype_10714
3164.268926,ENV4,Genotype_10717
1944.186046,ENV4,Genotype_10719
2046.024709,ENV4,Genotype_10720
2724.476744,ENV4,Genotype_10721
4017.284053,ENV4,Genotype_10725
2680.519103,ENV4,Genotype_10736
2251.729651,ENV4,Genotype_10738
2076.773255,ENV4,Genotype_10742
2688.330675,ENV4,Genotype_10743
3955.058139,ENV4,Genotype_10748
3011.627907,ENV4,Genotype_10752
3224.036107,ENV4,Genotype_10755
2842.955133,ENV4,Genotype_10757
2376.22093,ENV4,Genotype_10760
1478.72093,ENV4,Genotype_10762
2513.488372,ENV4,Genotype_10766
3022.977228,ENV4,Genotype_10767
1535.465116,ENV4,Genotype_10770
2853.952941,ENV4,Genotype_10775
2762.790697,ENV4,Genotype_10782
2586.831395,ENV4,Genotype_10785
2858.032748,ENV4,Genotype_10786
3446.681642,ENV4,Genotype_10787
2821.907895,ENV4,Genotype_10793
3440.851573,ENV4,Genotype_10794
1638.202519,ENV4,Genotype_10795
2467.571059,ENV4,Genotype_10796
4573.871409,ENV4,Genotype_10799
3708.938953,ENV4,Genotype_10801
2967.44186,ENV4,Genotype_10805
2414.031528,ENV4,Genotype_10811
2154.186046,ENV4,Genotype_10813
2915.659355,ENV4,Genotype_10814
3303.837209,ENV4,Genotype_10815
2834.964683,ENV4,Genotype_10816
2741.918604,ENV4,Genotype_10823
4341.252642,ENV4,Genotype_10825
2134.335548,ENV4,Genotype_10826
4336.302238,ENV4,Genotype_10829
3347.469744,ENV4,Genotype_10835
2335.465116,ENV4,Genotype_10844
3694.45705,ENV4,Genotype_10847
2527.972908,ENV4,Genotype_10849
2853.670058,ENV4,Genotype_10850
3680.572035,ENV4,Genotype_10853
4311.569767,ENV4,Genotype_10854
2006.25,ENV4,Genotype_10856
1934.221869,ENV4,Genotype_10869
1937.465542,ENV4,Genotype_10870
2393.372093,ENV4,Genotype_10874
3323.87362,ENV4,Genotype_10876
2423.599193,ENV4,Genotype_10881
1980.494186,ENV4,Genotype_10886
3852.066415,ENV4,Genotype_10895
1984.937114,ENV4,Genotype_10899
2607.936927,ENV4,Genotype_10902
2852.774841,ENV4,Genotype_10903
4303.889632,ENV4,Genotype_10904
2792.305596,ENV4,Genotype_10911
2865.812767,ENV4,Genotype_10912
2673.006051,ENV4,Genotype_10919
3378.719743,ENV4,Genotype_10923
1918.780256,ENV4,Genotype_10925
3018.078335,ENV4,Genotype_10928
2982.354651,ENV4,Genotype_10930
3032.44186,ENV4,Genotype_10932
3159.884907,ENV4,Genotype_10934
3237.063953,ENV4,Genotype_10936
3282.058374,ENV4,Genotype_10937
3914.830376,ENV4,Genotype_10941
2165.436046,ENV4,Genotype_10943
2671.669738,ENV4,Genotype_10947
2081.627026,ENV4,Genotype_10949
2713.908709,ENV4,Genotype_10955
1593.241279,ENV4,Genotype_10960
2787.906976,ENV4,Genotype_10961
2408.309108,ENV4,Genotype_10963
2055.610465,ENV4,Genotype_10965
3172.703488,ENV4,Genotype_10966
2543.930351,ENV4,Genotype_10970
1728.998576,ENV4,Genotype_10977
2781.453488,ENV4,Genotype_10980
1986.370474,ENV4,Genotype_10984
2472.5,ENV4,Genotype_10985
2086.627907,ENV4,Genotype_10994
2645.510923,ENV4,Genotype_10996
2216.526313,ENV4,Genotype_11003
